,human-full,continue,create,human-cont,explain
duplicate_ngram_chr_fraction_10,0.09464508094645081,,,,0.19056344480073292
top_ngram_chr_fraction_2,0.03507679535076795,0.024157154234138573,0.038477801268498944,0.011937059142702116,0.04764086120018323
top_ngram_chr_fraction_3,0.053964300539643004,0.03716485266790549,0.05919661733615222,0.014921323928377646,0.07329363261566652
top_ngram_chr_fraction_4,0.039850560398505604,0.031855588001061856,0.03044397463002114,0.03906673901247965,0.043976179569399906
oov_ratio,0.03463855421686747,0.02594810379241517,0.02564102564102564,0.02462121212121212,0.051470588235294115
token_length_mean,7.142857142857143,7.211920529801325,7.058419243986254,6.931868131868132,7.7408906882591095
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,4.666713501000248,4.619675654722135,4.263650756819151,4.481190950434844,5.128872390710915
sentence_length_mean,30.57894736842105,17.423076923076923,22.384615384615383,35.0,20.583333333333332
sentence_length_median,24.0,17.5,25.0,25.0,19.5
sentence_length_std,26.866758544369294,8.120122568812885,8.269856863596775,30.47319124436075,5.453719423985392
syllables_per_token_mean,2.4578313253012047,2.479028697571744,2.4398625429553267,2.3604395604395605,2.7044534412955468
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.82269913312552,1.6684653247866141,1.7087782200041477,1.7281686375332856,2.005483476004887
n_tokens,581.0,453,291,455,247.0
n_unique_tokens,279.0,231,175,244,126.0
proportion_unique_tokens,0.4802065404475043,0.5099337748344371,0.6013745704467354,0.5362637362637362,0.5101214574898786
n_characters,4233.0,3315,2075,3227,1937.0
n_sentences,19.0,26,13,13,12.0
pos_prop_X,0.04216867469879518,0.023952095808383235,0.028846153846153848,0.04734848484848485,0.05514705882352941
pos_prop_PROPN,0.08132530120481928,0.029940119760479042,0.041666666666666664,0.08333333333333333,0.04411764705882353
pos_prop_ADP,0.09939759036144578,0.11177644710578842,0.10897435897435898,0.0928030303030303,0.08823529411764706
pos_prop_ADJ,0.10993975903614457,0.10179640718562874,0.11858974358974358,0.10227272727272728,0.10661764705882353
pos_prop_NOUN,0.21686746987951808,0.24750499001996007,0.23397435897435898,0.20265151515151514,0.2536764705882353
pos_prop_PUNCT,0.10993975903614457,0.09580838323353294,0.0673076923076923,0.11931818181818182,0.09191176470588236
pos_prop_DET,0.10542168674698796,0.11377245508982035,0.15384615384615385,0.10795454545454546,0.11764705882352941
pos_prop_AUX,0.03162650602409638,0.029940119760479042,0.041666666666666664,0.03409090909090909,0.025735294117647058
pos_prop_PRON,0.015060240963855422,0.027944111776447105,0.01282051282051282,0.017045454545454544,0.014705882352941176
pos_prop_VERB,0.045180722891566265,0.08582834331337326,0.060897435897435896,0.043560606060606064,0.0625
pos_prop_CCONJ,0.05421686746987952,0.041916167664670656,0.060897435897435896,0.05113636363636364,0.08455882352941177
pos_prop_PART,0.012048192771084338,0.023952095808383235,0.00641025641025641,0.00946969696969697,
pos_prop_ADV,0.0572289156626506,0.0499001996007984,0.04487179487179487,0.06628787878787878,0.04779411764705882
pos_prop_SCONJ,0.018072289156626505,0.013972055888223553,0.019230769230769232,0.020833333333333332,0.007352941176470588
pos_prop_NUM,0.0015060240963855422,0.001996007984031936,,0.001893939393939394,
connectives,14.0,13,5,14,3.0
passed_quality_check,,True,True,True,
