,continue,human-full,create,human-cont,explain
coleman_liau_index,26.803301587301586,25.232013769363167,27.95589743589743,24.113670329670324,27.570877192982447
lix,62.416666666666664,73.78032430473775,66.38644688644689,76.31868131868131,74.99122807017544
rix,7.35,13.210526315789474,9.142857142857142,14.461538461538462,13.25
entropy,7.2941759094051495,10.508679937939238,5.379883258689951,8.345342699283881,2.3544990143105657
perplexity,1471.7035839398345,36632.09097943268,216.9969414389946,4210.525325449813,10.532850732186423
per_word_perplexity,4.278208092848356,55.168811716013074,0.7257422790601826,7.9744797830488885,0.08426280585749138
token_length_mean,7.565079365079365,7.142857142857143,7.6996336996337,6.931868131868132,7.552631578947368
token_length_median,6.0,6.0,6.0,6.0,6.0
token_length_std,5.183433890623386,4.666713501000248,5.1016660222735455,4.481190950434844,5.250049465536655
sentence_length_mean,15.75,30.57894736842105,19.5,35.0,28.5
sentence_length_median,15.0,24.0,21.0,25.0,24.0
sentence_length_std,7.292976072907411,26.866758544369294,7.807962968296258,30.47319124436075,13.518505834595775
syllables_per_token_mean,2.6253968253968254,2.4578313253012047,2.6923076923076925,2.3604395604395605,2.7280701754385963
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.8820765510778,1.82269913312552,1.985435841425509,1.7281686375332856,2.10798435244741
n_tokens,315.0,581.0,273.0,455,114
n_unique_tokens,151.0,279.0,157.0,244,77
proportion_unique_tokens,0.4793650793650794,0.4802065404475043,0.575091575091575,0.5362637362637362,0.6754385964912281
n_characters,2412.0,4233.0,2128.0,3227,872
n_sentences,20.0,19.0,14.0,13,4
connectives,5.0,14.0,5.0,14,0
pos_prop_NUM,,0.0015060240963855422,,0.001893939393939394,
passed_quality_check,,,,True,True
