,continue,human-full,human-cont,create,explain
per_word_perplexity,162.5085256162822,1897.3860763384014,117.49141339215825,17271.19200743069,1269.6844508132526
dependency_distance_mean,2.964796548976843,2.5485629696467,2.5836353926576487,3.0169677970669517,2.8005460372583353
dependency_distance_std,0.7313876674624482,0.6996874507616965,0.5360999723482944,0.6319841266827149,0.7071413980539676
prop_adjacent_dependency_relation_mean,0.4584117722467863,0.4697558920147251,0.4592047696167487,0.4543527367201732,0.4573329459257679
prop_adjacent_dependency_relation_std,0.06997689566991272,0.09280694819092158,0.08634546867930762,0.06831197936098679,0.08605202208424025
first_order_coherence,0.7967805172267713,0.7926368384525694,0.7994919283823534,0.7948091740791614,0.7951009124517441
second_order_coherence,0.7933903170956506,0.7553003494228635,0.7615506138120379,0.8044556212425232,0.759410692297894
flesch_reading_ease,28.75078117782911,56.29032226322266,55.32620137299773,34.31608695652176,44.29849192546584
flesch_kincaid_grade,14.62763394919169,9.896221402214024,10.262562929061787,14.18676328502416,11.880203726708078
smog,16.03029750255766,11.917574213422942,12.200932325342574,15.420972879626152,13.28429990940602
gunning_fog,18.082632794457275,12.466519065190653,12.908924485125858,17.251529790660225,14.270443064182196
automated_readability_index,17.7855311778291,12.126617466174665,12.676247139588106,17.844589371980682,14.998012422360247
coleman_liau_index,18.2757505773672,13.17667896678967,13.360732265446224,17.587053140096625,16.085300207039328
lix,64.60612009237875,49.80098400984009,50.121281464530895,65.99516908212561,57.208198757763974
rix,9.3,5.733333333333333,5.913043478260869,9.88888888888889,7.32
connectives,12,15,13,20,10
pos_prop_NUM,,0.015384615384615385,0.014957264957264958,0.014265335235378032,0.01073345259391771
duplicate_ngram_chr_fraction_5,,0.05052878965922444,0.06254545454545454,0.030804597701149426,0.040667678300455236
duplicate_ngram_chr_fraction_6,,0.05052878965922444,0.06254545454545454,0.030804597701149426,0.025493171471927163
duplicate_ngram_chr_fraction_7,,0.05052878965922444,0.06254545454545454,0.030804597701149426,0.025493171471927163
duplicate_ngram_chr_fraction_8,,0.05052878965922444,0.06254545454545454,0.030804597701149426,
duplicate_ngram_chr_fraction_9,,0.05052878965922444,0.06254545454545454,0.030804597701149426,
duplicate_ngram_chr_fraction_10,,0.05052878965922444,0.06254545454545454,,
