,create,human-full,explain,continue,human-cont
top_ngram_chr_fraction_4,0.028693931398416885,0.0030097817908201654,0.02791779759596743,,0.0028139289482940555
oov_ratio,0.013422818791946308,0.045372050816696916,0.02425876010781671,0.02127659574468085,0.043701799485861184
flesch_reading_ease,5.952108778625984,-22.524060559006188,-16.86285997834716,-20.082362204724376,-25.748340707964587
flesch_kincaid_grade,15.915989640130864,20.686361283643894,20.375326596896432,20.567604049493813,21.206757027091175
smog,15.485773399422676,18.2628723734038,19.047794226674277,18.548980349730343,18.59322686922822
gunning_fog,18.947619047619046,23.17329192546584,23.866907253699026,23.32013498312711,23.729623978571187
automated_readability_index,16.58037622682661,20.68670807453416,20.08798989534464,20.184932508436447,21.39558946190622
coleman_liau_index,20.782391857506358,24.295362318840578,22.517791411042946,23.196062992125984,25.03059980334317
lix,54.7481824790985,63.00569358178054,63.041501263081926,61.84364454443194,64.92877971043977
rix,5.714285714285714,7.892857142857143,8.411764705882353,7.928571428571429,8.310344827586206
dependency_distance_mean,2.4985081377150706,2.8846796115010496,3.3793062135150955,3.0350532662457694,3.0575948465032265
dependency_distance_std,0.7923376818224956,1.2652565940188871,0.8783285126639637,0.9302180655736956,1.3579666045294505
prop_adjacent_dependency_relation_mean,0.48697797768659673,0.45503513981615384,0.5063920909215265,0.4916965288139548,0.4458169157129085
prop_adjacent_dependency_relation_std,0.11083975531386561,0.11322349122750644,0.07407327396480916,0.06591446637172346,0.11288638422009863
first_order_coherence,0.5475271251742486,0.5860872437500141,0.6894109232816845,0.7324018982740549,0.5758869124641806
second_order_coherence,0.5538302717300562,0.5650556564538015,0.710161629319191,0.7681942681471506,0.554168043890968
entropy,8.161071446283785,19.311946617248505,7.235449652690621,5.5924446874661005,19.035968054814695
perplexity,3501.936731471357,243821416.87803474,1387.7647700688653,268.3909503402926,185018810.23405656
per_word_perplexity,7.83431036123346,221253.5543357847,3.7406058492422245,0.9517409586535198,158542.25384237923
token_length_mean,6.580152671755725,7.1107660455486545,6.779141104294479,6.909448818897638,7.2310717797443465
token_length_median,5.0,6.0,5.0,5.0,6.0
token_length_std,4.137498473155993,4.59984112079642,4.246289668571226,4.391705371965673,4.5702963560865815
sentence_length_mean,14.035714285714286,17.25,19.176470588235293,18.142857142857142,17.53448275862069
sentence_length_median,14.5,15.0,19.0,18.5,15.5
sentence_length_std,6.281959105572213,10.793930172621488,6.7670072811585325,5.040651075536386,10.654795775064082
syllables_per_token_mean,2.2061068702290076,2.5041407867494825,2.414110429447853,2.4645669291338583,2.538839724680433
syllables_per_token_median,2.0,2.0,2.0,2.0,2.0
syllables_per_token_std,1.4552749917303787,1.779071871937923,1.5966751228499918,1.6567460546550214,1.7651481844182062
n_tokens,393,966,326,254,1017
n_unique_tokens,207,457,164,147,492
proportion_unique_tokens,0.5267175572519084,0.4730848861283644,0.5030674846625767,0.5787401574803149,0.4837758112094395
n_characters,2640,7005,2255,1783,7504
n_sentences,28,56,17,14,58
connectives,9,22,12,4,28
