,continue,human-full,create,human-cont,explain
pos_prop_ADP,0.059907834101382486,0.10980036297640654,0.08571428571428572,0.09940017137960583,0.08695652173913043
pos_prop_PUNCT,0.10599078341013825,0.11705989110707804,0.10989010989010989,0.12253641816623821,0.10741687979539642
pos_prop_PRON,0.03686635944700461,0.021778584392014518,0.03736263736263736,0.023993144815766924,0.03836317135549872
pos_prop_ADV,0.05069124423963134,0.060798548094373864,0.06153846153846154,0.07197943444730077,0.043478260869565216
pos_prop_PART,0.013824884792626729,0.011796733212341199,0.01978021978021978,0.011996572407883462,0.01278772378516624
pos_prop_VERB,0.08294930875576037,0.06442831215970962,0.08791208791208792,0.06855184233076264,0.06905370843989769
pos_prop_SCONJ,0.027649769585253458,0.012704174228675136,0.01978021978021978,0.012853470437017995,0.028132992327365727
pos_prop_NUM,0.004608294930875576,0.007259528130671506,0.006593406593406593,0.005141388174807198,0.005115089514066497
pos_prop_PROPN,0.009216589861751152,0.020871143375680582,0.026373626373626374,0.018851756640959727,0.0025575447570332483
entropy,4.197418326606453,19.311946617248505,7.744445687441202,19.035968054814695,7.781624765990005
perplexity,66.51439075669107,243821416.87803474,2308.7134202879856,185018810.23405656,2396.1648666560814
per_word_perplexity,0.3065179297543367,221253.5543357847,5.074095429204364,158542.25384237923,6.128298891703533
dependency_distance_mean,3.1411574074074076,2.8846796115010496,2.7065965271303396,3.0575948465032265,3.2439940781194414
dependency_distance_std,0.8160548698649079,1.2652565940188871,0.6878004407564079,1.3579666045294505,0.9905991597871329
prop_adjacent_dependency_relation_mean,0.44979828042328046,0.45503513981615384,0.4703332982193552,0.4458169157129085,0.4714710259934707
prop_adjacent_dependency_relation_std,0.07564321246114096,0.11322349122750644,0.0996048313328904,0.11288638422009863,0.06650313576158484
flesch_reading_ease,-21.51024914089345,-22.524060559006188,8.628888888888923,-25.748340707964587,-13.557616205030229
flesch_kincaid_grade,20.275824742268046,20.686361283643894,15.525193699446579,21.206757027091175,19.96708213944604
smog,17.78686850342507,18.2628723734038,15.270858337128992,18.59322686922822,18.83193753551143
gunning_fog,22.7553264604811,23.17329192546584,18.524478501489995,23.729623978571187,23.342948105698824
automated_readability_index,20.206013745704468,20.68670807453416,15.952610472541508,21.39558946190622,19.925361349888576
coleman_liau_index,24.256494845360816,24.295362318840578,20.0319012345679,25.03059980334317,22.199083094555878
lix,62.55841924398625,63.00569358178054,53.7186036611324,64.92877971043977,62.368831582298625
rix,7.5,7.892857142857143,5.551724137931035,8.310344827586206,8.333333333333334
first_order_coherence,0.7381721030582081,0.5860872437500141,0.700461612216064,0.5758869124641806,0.7272952689844019
second_order_coherence,0.7137305825948715,0.5650556564538015,0.6686115071729377,0.554168043890968,0.7342380918562412
connectives,2,22,10,28,7
top_ngram_chr_fraction_3,,0.0043892651116127415,0.02607561929595828,0.004103646382928831,0.01316270566727605
top_ngram_chr_fraction_4,,0.0030097817908201654,0.027379400260756193,0.0028139289482940555,
pos_prop_X,,0.004537205081669692,0.002197802197802198,0.003427592116538132,0.0025575447570332483
