,human-cont,continue,create,explain,human-full
pos_prop_AUX,0.04340567612687813,0.048458149779735685,0.030878859857482184,0.030821917808219176,0.03806228373702422
pos_prop_VERB,0.08514190317195326,0.10572687224669604,0.0831353919239905,0.0976027397260274,0.08765859284890427
pos_prop_ADV,0.03005008347245409,0.024229074889867842,0.023752969121140142,0.011986301369863013,0.02191464821222607
pos_prop_CCONJ,0.0333889816360601,0.039647577092511016,0.047505938242280284,0.04452054794520548,0.03806228373702422
pos_prop_X,0.035058430717863104,,,,0.02422145328719723
pos_prop_PART,0.011686143572621035,0.024229074889867842,0.014251781472684086,0.011986301369863013,0.011534025374855825
pos_prop_PRON,0.008347245409015025,0.019823788546255508,0.009501187648456057,0.011986301369863013,0.006920415224913495
pos_prop_NUM,0.01335559265442404,,0.004750593824228029,0.00684931506849315,0.00922722029988466
pos_prop_SCONJ,0.005008347245409015,0.006607929515418502,,0.00684931506849315,0.0034602076124567475
passed_quality_check,True,True,True,,True
n_stop_words,174.0,168.0,137.0,191.0,253.0
alpha_ratio,0.8180300500834724,0.8744493392070485,0.8574821852731591,0.8698630136986302,0.8292964244521338
mean_word_length,5.023372287145242,5.21806167400881,5.508313539192399,5.330479452054795,5.155709342560554
doc_length,599.0,454.0,421.0,584.0,867.0
top_ngram_chr_fraction_2,0.016013726050900772,0.023533671252715424,0.00933184023889511,0.016592920353982302,0.010804553347482154
top_ngram_chr_fraction_3,0.020017157563625966,0.036205648081100654,0.011198208286674132,0.030973451327433628,0.013505691684352691
top_ngram_chr_fraction_4,0.018873319988561624,0.02498189717595945,,0.03235619469026549,0.012733937873818251
oov_ratio,0.015025041736227046,0.006607929515418502,0.026128266033254157,0.0136986301369863,0.016147635524798153
entropy,14.865232429066335,13.37490940891293,12.365546086514357,16.460423267904414,21.93383822749832
perplexity,2856856.4332245346,643649.375547261,234578.62218407428,14082215.792013295,3355404704.937616
per_word_perplexity,4769.376349289707,1417.729902086478,557.1938769217917,24113.383205502218,3870132.300966108
connectives,15,10,10,7.0,18
duplicate_ngram_chr_fraction_5,,0.024619840695148443,,0.16178097345132744,0.12193710206444144
pos_prop_SYM,,,,0.003424657534246575,
duplicate_ngram_chr_fraction_6,,,,0.13108407079646017,0.12193710206444144
duplicate_ngram_chr_fraction_7,,,,0.10619469026548672,0.10997491800115763
duplicate_ngram_chr_fraction_8,,,,0.10619469026548672,0.08720818059039166
duplicate_ngram_chr_fraction_9,,,,0.08130530973451328,0.06675670461122901
duplicate_ngram_chr_fraction_10,,,,0.0420353982300885,0.016978583831757668
