,human-full,continue,explain,human-cont,create
prop_adjacent_dependency_relation_std,0.06008429538616517,0.06828478287573844,0.06583623792225143,0.06026999253396509,0.061232567665286536
entropy,28.856106699440268,13.472127500098072,7.716368275874805,23.091025180844724,12.864843926478322
perplexity,3404457435745.9883,709366.4311182541,2244.792292552162,10673449940.11406,386483.2956256444
per_word_perplexity,2829972930.79467,1638.2596561622497,7.9041982132118385,10935911.823887356,834.7371395802254
pos_prop_DET,0.0457190357439734,0.09237875288683603,0.07746478873239436,0.042008196721311473,0.08207343412526998
pos_prop_ADJ,0.1055694098088113,0.13856812933025403,0.11619718309859155,0.10040983606557377,0.1468682505399568
pos_prop_NOUN,0.22942643391521197,0.25635103926096997,0.27816901408450706,0.22950819672131148,0.265658747300216
pos_prop_ADP,0.11055694098088113,0.13163972286374134,0.11971830985915492,0.10860655737704918,0.12958963282937366
pos_prop_PUNCT,0.15793848711554448,0.11547344110854503,0.13028169014084506,0.15881147540983606,0.13606911447084233
pos_prop_PRON,0.006650041562759767,0.006928406466512702,0.035211267605633804,0.006147540983606557,0.004319654427645789
pos_prop_AUX,0.03657522859517872,0.02771362586605081,0.007042253521126761,0.036885245901639344,0.017278617710583154
pos_prop_VERB,0.0831255195344971,0.10854503464203233,0.11267605633802817,0.08196721311475409,0.09287257019438445
pos_prop_ADV,0.032418952618453865,0.025404157043879907,0.014084507042253521,0.031762295081967214,0.02591792656587473
pos_prop_PROPN,0.09975062344139651,0.03233256351039261,0.045774647887323945,0.10553278688524591,0.047516198704103674
pos_prop_CCONJ,0.034912718204488775,0.04849884526558892,0.04225352112676056,0.03381147540983607,0.04103671706263499
pos_prop_SCONJ,0.005818786367414797,0.0023094688221709007,0.02112676056338028,0.006147540983606557,0.0021598272138228943
pos_prop_PART,0.012468827930174564,0.011547344110854504,,0.012295081967213115,0.0064794816414686825
pos_prop_X,0.03325020781379884,,,0.0389344262295082,
pos_prop_SYM,0.0024937655860349127,,,0.0030737704918032786,
pos_prop_NUM,0.0033250207813798837,,,0.004098360655737705,
first_order_coherence,0.6818119078874588,0.8576785425345103,0.8180626511573792,0.649654223553596,0.8428308367729187
second_order_coherence,0.6985196016537838,0.8738090781604543,0.8433051241768731,0.698622805128495,0.8402280695736408
flesch_reading_ease,31.8931649305118,30.470263157894777,28.54404122193597,32.15246561293441,26.245488553880534
flesch_kincaid_grade,14.670133427497667,13.97789473684211,14.856341553183661,14.806843227155728,15.091624790619765
smog,16.689078388715778,15.835779097396397,16.24694786949722,16.753131548150495,16.728156217252725
gunning_fog,18.989472091204885,17.894736842105264,18.374530732425466,19.081869369369368,19.095700725851483
automated_readability_index,17.156591923726886,16.247447368421057,17.466139124033866,17.552169401544404,17.577867113344503
coleman_liau_index,16.394705274043428,17.272736842105264,17.423805668016197,16.490141570141564,17.75718592964824
lix,59.055893258001866,60.0,60.91608391608392,60.05988577863578,61.3070910106086
rix,8.365853658536585,8.0,8.636363636363637,8.6875,8.666666666666666
connectives,38,8,3,34,10
pos_prop_INTJ,,0.0023094688221709007,,,0.0021598272138228943
