,continue,human-cont,create,explain,human-full
per_word_perplexity,1354.8608116880682,4769.376349289707,3201897.6113588675,5115.175111704216,3870132.300966108
token_length_mean,6.028061224489796,5.849094567404427,6.007598784194529,6.198312236286919,5.962809917355372
token_length_median,6.0,5.0,6.0,6.0,6.0
token_length_std,3.2789881957836164,4.073687983613582,3.4005546673613125,3.384426560440458,3.8747604329692953
sentence_length_mean,21.77777777777778,17.137931034482758,24.37037037037037,19.75,18.15
sentence_length_median,21.5,18.0,25.0,19.0,18.0
sentence_length_std,5.234029205917278,9.069555507228126,6.532812610473878,4.771879434073469,8.46625655174706
syllables_per_token_mean,1.7984693877551021,1.738430583501006,1.8191489361702127,1.850210970464135,1.7865013774104683
syllables_per_token_median,2.0,1.0,1.0,2.0,1.0
syllables_per_token_std,0.9624043573374313,1.009009690260953,1.0295620718950784,1.0108743958074407,1.0095328772077667
n_tokens,392.0,497,658.0,474.0,726
n_unique_tokens,191.0,264,294.0,196.0,324
proportion_unique_tokens,0.4872448979591837,0.5311871227364185,0.44680851063829785,0.41350210970464135,0.4462809917355372
n_characters,2422.0,3009,4050.0,3005.0,4470
n_sentences,18.0,29,27.0,24.0,40
dependency_distance_mean,2.8853447183481125,2.6690379659498595,3.0513003926918763,2.6474730084297007,2.706079224687429
dependency_distance_std,0.4403718840160896,1.0253557840705299,0.5681041619817114,0.3596135878850516,0.9380093050619777
prop_adjacent_dependency_relation_mean,0.4648594998820557,0.470340839336692,0.46878519187106676,0.5007409084081395,0.47544226806044587
prop_adjacent_dependency_relation_std,0.05225384803421625,0.06436815780924443,0.047124804575053206,0.0728283721784349,0.06641668609942078
connectives,10.0,15,23.0,6.0,18
pos_prop_X,,0.035058430717863104,,,0.02422145328719723
pos_prop_NUM,,0.01335559265442404,0.009271523178807948,0.003703703703703704,0.00922722029988466
passed_quality_check,,True,,,True
