,human-full,create,explain,human-cont,continue
gunning_fog,12.466519065190653,13.036654870553177,12.696538116591931,12.908924485125858,16.567725097868642
automated_readability_index,12.126617466174665,13.301145464704788,13.22603139013453,12.676247139588106,15.617094388864722
coleman_liau_index,13.17667896678967,15.779951573849875,14.669865470852013,13.360732265446224,16.97498622589531
lix,49.80098400984009,58.74175824175824,54.387085201793724,50.121281464530895,62.08046976946498
rix,5.733333333333333,6.8076923076923075,6.52,5.913043478260869,8.210526315789474
entropy,13.919844315878898,12.196383543335859,14.36372182438447,10.914833549318022,12.335437162377282
perplexity,1109970.8546579648,198071.53718456053,1730155.4611697828,54985.98146753006,227620.98139516942
per_word_perplexity,1897.3860763384014,400.95452871368525,3366.0612085015227,117.49141339215825,541.9547176075463
passed_quality_check,True,,True,True,True
n_stop_words,243.0,168.0,191.0,196.0,158.0
alpha_ratio,0.9162393162393162,0.8178137651821862,0.8599221789883269,0.9230769230769231,0.8761904761904762
mean_word_length,4.902564102564103,4.919028340080971,4.873540856031128,4.948717948717949,5.195238095238095
doc_length,585.0,494.0,514.0,468.0,420.0
duplicate_ngram_chr_fraction_5,0.05052878965922444,0.29098651525904895,0.03471749489448604,0.06254545454545454,0.06474536123174102
duplicate_ngram_chr_fraction_6,0.05052878965922444,0.22285308729595457,0.03471749489448604,0.06254545454545454,0.0284247927358863
duplicate_ngram_chr_fraction_7,0.05052878965922444,0.1994322214336409,,0.06254545454545454,0.0284247927358863
duplicate_ngram_chr_fraction_8,0.05052878965922444,0.1760113555713272,,0.06254545454545454,
duplicate_ngram_chr_fraction_9,0.05052878965922444,0.14691270404542228,,0.06254545454545454,
duplicate_ngram_chr_fraction_10,0.05052878965922444,0.14691270404542228,,0.06254545454545454,
top_ngram_chr_fraction_2,0.007344300822561692,0.0234208658623137,0.02450646698434309,0.012727272727272728,0.034741413343861036
top_ngram_chr_fraction_3,0.007931844888366627,0.007452093683463449,0.022123893805309734,0.009818181818181818,0.030793525463876825
oov_ratio,0.015384615384615385,,0.0038910505836575876,0.017094017094017096,0.004761904761904762
connectives,15,8.0,14,13,6
top_ngram_chr_fraction_4,,0.008516678495386799,0.01531654186521443,,0.020134228187919462
