human_2021-Sturmjäger-wird-von-Blitz-getroffen-und-macht-trotzdem-weiter_589_de,93.26,45.98
human_2021-Was-spricht-für-oder-gegen-eine-dritte-Impfung_536_de,84.78,48.13
human_2021-Will-der-Bundesrat-mit-Zertifikats-Anpassungen-Gegner-beschwichtigen_531_de,101.52,41.28
"human_2021-«Auch-der-Captain-ist-ein-Mensch,-den-man-nicht-zur-Impfung-zwingen-kann»_577_de",94.78,42.9
human_2021-«Die-Empfehlung-muss-jetzt-kommen»_655_de,88.67,44.33
"human_2021-«Du-bist-doch-schwul,-du-weisst-es-einfach-noch-nicht»_502_de",86.02,46.34
human_2021-«Eine-Impfung-erst-in-einem-Jahr-Das-wäre-schrecklich»_589_de,92.04,42.88
human_2021-«Ich-habe-wegen-ihr-über-11’500-Franken-investiert-und-alles-verloren»_554_de,93.06,43.97
human_2021-«Oder-muss-es-zuerst-Tote-geben»_513_de,91.52,44.6
"human_2021-«Tat-liegt-nahe-bei-Mord»-–-Jeton-G.-muss-16,5-Jahre-ins-Gefängnis_550_de",96.17,44.51
"human_2021-«Wer-weiss,-wie-meine-Erkrankung-ohne-Impfung-verlaufen-wäre»_522_de",89.73,46.32
human_2021-«Wir-wollen-gegen-jeden-Gegner-gewinnen»_574_de,90.64,46.07
"human_2021-«Wir-wussten,-dass-wir-schuldig-sind»_504_de",90.49,44.45
"human_2022-ETH-Professor-fährt-68-Stunden,-um-seine-Mutter-aus-der-Ukraine-zu-retten_517_de",86.49,47.05
human_2022-EU-will-Atomkraft-als-«grün»-deklarieren-–-SVP-jubelt_505_de,82.3,46.67
"human_2022-Gefrorene-Augenbrauen,-Schutzanzüge-und-ganz-viel-Desinfektionsmittel_606_de",90.08,44.55
"human_2022-Weil-sich-Omikron-so-rasant-verbreitet,-steigt-Gefahr-für-neue-Virusvarianten_533_de",103.0,39.86
human_2022-«Der-Hund-hat-fast-ihren-Arm-und-ihr-Bein-abgerissen»_507_de,99.62,41.14
machine_2018-20-jähriger-FC-Sion-Fan-schuldig-gesprochen_513_de,88.27,46.54
machine_2018-Basel-siegt-erst-in-der-Nachspielzeit_588_de,73.2,54.29
machine_2018-Belgien-bezwingt-Japan-in-letzter-Sekunde_510_de,75.14,52.25
machine_2018-Darum-herrscht-in-Italiens-Regierung-Chaos_514_de,89.43,47.51
machine_2018-Die-Hitzewelle-macht-uns-aggressiv_586_de,67.91,53.97
machine_2018-Hamilton-triumphiert-in-Singapur_549_de,86.64,48.83
"machine_2018-Herr-Nordmann,-werden-die-Stimmbürger-erpresst_601_de",76.13,52.87
machine_2018-Mit-2000-Franken-im-Monat-um-die-Welt-fahren_519_de,68.72,56.1
machine_2018-Stadtoriginal-muss-Hochhaus-weichen_585_de,84.29,50.99
machine_2018-Trump-freut-sich-über-«Big-Deal»-mit-Mexiko_512_de,80.34,49.16
machine_2018-«Die-richtigen-Fette-zünden-den-Super-Turbo»_516_de,80.02,49.28
machine_2018-«Ein-Teil-des-SCB-wird-für-immer-in-mir-sein»_509_de,97.1,49.7
machine_2018-«Es-ist-die-Safari-meines-Lebens»_546_de,88.32,45.79
"machine_2018-«Meine-Frau-fand,-ich-sehe-zu-fies-aus»_634_de",94.3,48.02
"machine_2018-«Merci-für-alles,-lieber-Alex»_563_de",104.46,41.71
"machine_2018-«Nur-eine-Diät,-die-zum--Charakter-passt,-gelingt»_573_de",76.58,53.15
machine_2019-Arsenal-stürzt-ohne-Xhaka-in-die-Krise_528_de,89.02,47.51
machine_2019-Darum-hält-SNB-Chef-Jordan-die-Füsse-still_534_de,80.04,47.07
machine_2019-Das-können-wir-von-Profi-Aufräumern-lernen_577_de,76.39,51.32
machine_2019-Deutschland-mit-Gala-zum-Gruppensieg_587_de,80.24,50.53
machine_2019-Eiskaltes-Luzern-verschärft-Thuns-Krise_612_de,82.21,46.39
machine_2019-Mann-tritt-schwangere-Freundin-in-den-Bauch_501_de,74.92,54.38
machine_2019-Nationalrat-stimmt-Kauf-von-Kampfjets-für-6-Mrd-zu_506_de,72.18,52.21
machine_2019-Panik-drückt-Börse-tief-ins-Minus_540_de,75.44,51.15
machine_2019-USA-betrachten-Israels-Siedlungsbau-als-legal_587_de,78.5,52.88
machine_2019-Wonder-Woman-spielt-Orgasmuspionierin_550_de,92.56,46.02
machine_2019-Zwischen-zwei-Welten_568_de,78.42,54.39
"machine_2019-«Habe-Angst,-dass-die-Welt-in-zwei-Teile-zerbricht»_532_de",82.92,51.41
machine_2019-«Maurer-und-Trump-werden-sich-gut-verstehen»_567_de,77.17,53.0
machine_2019-«Wir-mussten-sie-auf-den-Balkon-sperren»_524_de,89.1,44.72
machine_2020-10-Raubüberfälle-in-einem-Monat-–-was-ist-nur-los_570_de,96.45,43.09
machine_2020-14’000-Franken-für-eine-Wohnungsbesichtigung_510_de,82.5,48.27
machine_2020-BAG-Direktor-warnt-vor-Flyern-der-Maskengegner_565_de,69.48,55.62
machine_2020-BAG-macht-mit-Quarantäneliste-die-Portugiesen-wütend_547_de,75.25,51.99
machine_2020-Darum-löschen-gerade-so-viele-ihren-Instagram-Account_605_de,79.72,50.75
machine_2020-Das-bedeutet-das-gigantische-EU-Finanzpaket-für-die-Schweiz_520_de,84.56,47.08
machine_2020-Das-musst-du-über-einen-allfälligen-Kurz-Lockdown-wissen_537_de,82.93,46.55
machine_2020-Das-sind-die-wichtigsten-Antworten-zum-Liga-Neustart_568_de,72.18,53.99
machine_2020-Die-acht-Neulinge-der-Hockey-Nati-im-Check_521_de,80.96,48.57
machine_2020-Ein-Umsteiger-sucht-den-Weg-in-die-Zukunft_590_de,82.04,49.69
"machine_2020-Hertha-im-Höhenflug-–-mit-dem-besten-Labbadia,-den-es-je-gab_522_de",84.04,49.15
"machine_2020-Ilir-B.-drohte,-seine-Frau-durch-Stadt-zu-schleifen_548_de",78.17,52.74
machine_2020-Ist-die-Quarantäne-Liste-der-Schweiz-unfair_521_de,67.33,56.85
machine_2020-Jetzt-schneidet-sich-die-Schweiz-die-Haare-selber_537_de,71.87,53.78
machine_2020-Kremlkritiker-Nawalny-soll-in-Berlin-behandelt-werden_516_de,78.34,49.96
machine_2020-Mysteriöser-Killer-rettet-eine-kriselnde-Beziehung_506_de,82.95,49.47
machine_2020-RB-Leipzig-setzt-Bayern-München-unter-Druck_606_de,77.26,49.9
machine_2020-Rocklegende-Eddie-Van-Halen-stirbt-im-Alter-von-65-Jahren_512_de,83.77,46.72
machine_2020-Ryan-Reynolds-stirbt-in-«Free-Guy»-spektakulärste-Tode_540_de,92.42,44.34
machine_2020-Wie-das-Coronavirus-die-Wirtschaft-beutelt_505_de,81.47,50.06
machine_2020-«Das-Testresultat-ist-ein-Game-Changer»_532_de,76.08,54.93
machine_2020-«Die-Feinde-Amerikas-sind-auf-der-Flucht»_604_de,73.62,53.98
machine_2020-«DieTrauer-um-A.-R.-ist-unermesslich»_547_de,83.42,47.52
"machine_2020-«Er-war-intelligent,-hatte-aber-bizarre-Wahnideen»_590_de",87.21,45.61
machine_2020-«Es-gibt-in-der-Schweiz-starke-rechtsextreme-Gruppierungen»_569_de,66.97,55.91
machine_2020-«Niemand-will-uns-testen-–-das-ist-ein-Witz!»_523_de,81.85,47.93
machine_2020-«Stellen-Sie-nicht-Ihr-Leben-auf-den-Kopf»_554_de,81.94,48.06
machine_2020-«Virus-führt-zu-einem-kollektiven-Misstrauen»_562_de,77.82,51.77
"machine_2020-«Wenn-wir-gendern,-dann-richtig»_571_de",78.2,50.7
machine_2020-«Wir-hatten-Angst-vor-genau-solch-einem-Eklat»_511_de,77.25,50.66
machine_2021-Am-Tag-des-Terrors-lernten-sie-sich-in-der-kanadischen-Provinz-kennen-und-lieben_506_de,90.95,45.96
machine_2021-Anya-Taylor-Joy-rüttelt-in-Thriller-über-Gewalt-an-Frauen-auf_570_de,78.26,50.77
machine_2021-Biden-spricht-zum-ersten-Mal-an-UN-Generaldebatte-in-New-York_598_de,77.95,52.31
machine_2021-Bund-fürchtet-Infrastruktur-Kollaps-bei-heftiger-Omikron-Welle_506_de,63.71,59.46
machine_2021-Coop-holt-sich-das-neue-Cola-Zero-schon-jetzt-aus-Polen_598_de,108.92,39.26
machine_2021-Darum-sind-Zoom-Meetings-so-anstrengend_543_de,76.58,51.02
"machine_2021-Das-sind-die-Fakten,-Beteiligten-und-Hintergründe-des-Nahostkonflikts_513_de",75.72,52.14
machine_2021-Diese-Hollywood-Youngsters-kommen-bald-ganz-gross-raus_554_de,93.13,45.95
machine_2021-Diese-Spieler-sind-bisher-die-Entdeckungen-der-EM_533_de,83.05,46.82
machine_2021-Drmic-und-Frey-treffen-schon-wieder-–-Xhaka-sieht-bei-Arsenal-Klatsche-Rot_596_de,82.92,48.76
machine_2021-Dutzende-Schweizer-warten-auf-Rettung-aus-Covid-Hölle-Balkan_588_de,65.29,56.01
machine_2021-Experte-rechnet-mit-grossem-Polizeiaufgebot-bei-Bundesrats-Auftritt_692_de,77.06,51.24
machine_2021-Firmen-wollen-kaum-Gebrauch-machen-von-Homeoffice-Lockerungen_528_de,81.18,50.08
machine_2021-Geruchssinn-ist-häufiger-bei-mildem-Covid-Verlauf-eingeschränkt_574_de,80.22,51.3
machine_2021-Gianluca-Looser-(18)-ist-der-jüngste-Kantonsrat-der-Schweiz_561_de,79.17,52.88
machine_2021-Jetzt-kommen-deutsche-Tanktouristen-in-die-Schweiz_509_de,75.28,52.38
"machine_2021-Jetzt-warnen-Ärzte-vor-Adidas-,-Nike--und-On-Sneaker_591_de",75.31,54.97
"machine_2021-Lissabon-riegelt-Stadt-wegen-Delta-Variante-ab,-Weltärzteverband-warnt_516_de",83.25,48.34
machine_2021-Mit-dieser-Flasche-trickst-du-dein-Gehirn-aus_563_de,74.9,52.94
machine_2021-Schafft-Loco-Escrito-heute-den-«Best-Hit»-Hattrick_575_de,87.96,45.33
machine_2021-So-sehen-die-neuen-Formel-1-Boliden-ab-der-kommenden-Saison-aus_576_de,83.89,47.6
machine_2021-Spitäler-kämpfen-mit-8000-Fr-Kopfgeld-und-auf-Social-Media-um-Personal_562_de,76.67,52.6
machine_2021-Sturmjäger-wird-von-Blitz-getroffen-und-macht-trotzdem-weiter_589_de,93.7,43.51
machine_2021-Was-spricht-für-oder-gegen-eine-dritte-Impfung_536_de,70.45,56.85
machine_2021-Will-der-Bundesrat-mit-Zertifikats-Anpassungen-Gegner-beschwichtigen_531_de,70.99,54.7
"machine_2021-«Auch-der-Captain-ist-ein-Mensch,-den-man-nicht-zur-Impfung-zwingen-kann»_577_de",71.67,53.39
machine_2021-«Die-Empfehlung-muss-jetzt-kommen»_655_de,72.29,52.21
"machine_2021-«Du-bist-doch-schwul,-du-weisst-es-einfach-noch-nicht»_502_de",93.52,42.92
machine_2021-«Eine-Impfung-erst-in-einem-Jahr-Das-wäre-schrecklich»_589_de,65.48,59.16
machine_2021-«Ich-habe-wegen-ihr-über-11’500-Franken-investiert-und-alles-verloren»_554_de,85.65,48.36
machine_2021-«Oder-muss-es-zuerst-Tote-geben»_513_de,59.82,61.89
"machine_2021-«Tat-liegt-nahe-bei-Mord»-–-Jeton-G.-muss-16,5-Jahre-ins-Gefängnis_550_de",107.17,40.44
"machine_2021-«Wer-weiss,-wie-meine-Erkrankung-ohne-Impfung-verlaufen-wäre»_522_de",91.15,44.6
machine_2021-«Wir-wollen-gegen-jeden-Gegner-gewinnen»_574_de,90.89,44.66
"machine_2021-«Wir-wussten,-dass-wir-schuldig-sind»_504_de",76.23,51.57
"machine_2022-ETH-Professor-fährt-68-Stunden,-um-seine-Mutter-aus-der-Ukraine-zu-retten_517_de",83.19,49.56
machine_2022-EU-will-Atomkraft-als-«grün»-deklarieren-–-SVP-jubelt_505_de,71.06,54.02
"machine_2022-Gefrorene-Augenbrauen,-Schutzanzüge-und-ganz-viel-Desinfektionsmittel_606_de",79.79,48.49
"machine_2022-Weil-sich-Omikron-so-rasant-verbreitet,-steigt-Gefahr-für-neue-Virusvarianten_533_de",70.29,54.99
machine_2022-«Der-Hund-hat-fast-ihren-Arm-und-ihr-Bein-abgerissen»_507_de,95.11,43.89
